name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,speed_at_capacity,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,mode_code,grade,geometry,original_geometry,BPR_alpha_term,BPR_beta_term,number_of_left_turn_lanes,length_of_left_turn_lanes,number_of_right_turn_lanes,length_of_right_turn_lanes,from_approach,to_approach,reversed_link_id,orientation_code,loop_code,
I-10,15966,15966_AB,,,15182,15615, Outlying CBD_HOV Lane,1,0.40495,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967752,33.392173,0.0 -111.967707,33.390423,0.0 -111.967673,33.390196,0.0 -111.967582,33.389828,0.0 -111.967447,33.389544,0.0 -111.967300,33.389289,0.0 -111.967075,33.389024,0.0 -111.966702,33.388608,0.0 -111.966285,33.388344,0.0 -111.965812,33.388098,0.0 -111.965349,33.387956,0.0 -111.964448,33.387824,0.0</coordinates></LineString>","<LineString><coordinates>-111.967752,33.392173,0.0 -111.967707,33.390423,0.0 -111.967673,33.390196,0.0 -111.967582,33.389828,0.0 -111.967447,33.389544,0.0 -111.967300,33.389289,0.0 -111.967075,33.389024,0.0 -111.966702,33.388608,0.0 -111.966285,33.388344,0.0 -111.965812,33.388098,0.0 -111.965349,33.387956,0.0 -111.964448,33.387824,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15967,15967_AB,,,15182,15685, Outlying CBD_HOV Lane,1,0.32515,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967752,33.392173,0.0 -111.967749,33.387455,0.0</coordinates></LineString>","<LineString><coordinates>-111.967752,33.392173,0.0 -111.967749,33.387455,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15968,15968_AB,,,15183,15445, Outlying CBD_HOV Lane,1,0.35393,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967602,33.387445,0.0 -111.967505,33.392580,0.0</coordinates></LineString>","<LineString><coordinates>-111.967602,33.387445,0.0 -111.967505,33.392580,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15969,15969_AB,,,15184,13529, Outlying CBD_Freeways,1,0.15153,5,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967623,33.398664,0.0 -111.967692,33.396466,0.0</coordinates></LineString>","<LineString><coordinates>-111.967623,33.398664,0.0 -111.967692,33.396466,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15970,15970_AB,,,15184,15185, Outlying CBD_HOV Lane,1,0.00578,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967623,33.398660,0.0 -111.967523,33.398660,0.0</coordinates></LineString>","<LineString><coordinates>-111.967623,33.398664,0.0 -111.967523,33.398664,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15970,,,
I-10,15970,15970_BA,,,15185,15184, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967523,33.398660,0.0 -111.967623,33.398660,0.0</coordinates></LineString>","<LineString><coordinates>-111.967523,33.398664,0.0 -111.967623,33.398664,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15970,,,
I-10,15971,15971_AB,,,15185,15444, Outlying CBD_HOV Lane,1,0.33626,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967523,33.398664,0.0 -111.967700,33.393787,0.0</coordinates></LineString>","<LineString><coordinates>-111.967523,33.398664,0.0 -111.967700,33.393787,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15972,15972_AB,,,15186,15175, Outlying CBD_HOV Lane,1,0.41906,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967312,33.398588,0.0 -111.967313,33.401207,0.0 -111.967394,33.401763,0.0 -111.967494,33.402294,0.0 -111.967625,33.402824,0.0 -111.967746,33.403372,0.0 -111.967877,33.403877,0.0 -111.967997,33.404146,0.0 -111.968199,33.404575,0.0</coordinates></LineString>","<LineString><coordinates>-111.967312,33.398588,0.0 -111.967313,33.401207,0.0 -111.967394,33.401763,0.0 -111.967494,33.402294,0.0 -111.967625,33.402824,0.0 -111.967746,33.403372,0.0 -111.967877,33.403877,0.0 -111.967997,33.404146,0.0 -111.968199,33.404575,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,15973,15973_AB,,,15186,15187, Outlying CBD_HOV Lane,1,0.00584,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967312,33.398584,0.0 -111.967211,33.398584,0.0</coordinates></LineString>","<LineString><coordinates>-111.967312,33.398588,0.0 -111.967211,33.398588,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15973,,,
I-10,15973,15973_BA,,,15187,15186, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967211,33.398584,0.0 -111.967312,33.398584,0.0</coordinates></LineString>","<LineString><coordinates>-111.967211,33.398588,0.0 -111.967312,33.398588,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,15973,,,
I-10,15974,15974_AB,,,15187,10613, Outlying CBD_Freeways,1,0.38490,6,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967211,33.398588,0.0 -111.967253,33.401308,0.0 -111.967394,33.402361,0.0 -111.967585,33.403068,0.0 -111.967827,33.404129,0.0</coordinates></LineString>","<LineString><coordinates>-111.967211,33.398588,0.0 -111.967253,33.401308,0.0 -111.967394,33.402361,0.0 -111.967585,33.403068,0.0 -111.967827,33.404129,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15991,15991_AB,,,15202,15089, Outlying CBD_HOV Lane,1,0.27533,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.953250,33.436371,0.0 -111.953655,33.436391,0.0 -111.954220,33.436437,0.0 -111.954737,33.436497,0.0 -111.955469,33.436583,0.0 -111.956527,33.436776,0.0 -111.957919,33.437110,0.0</coordinates></LineString>","<LineString><coordinates>-111.953250,33.436371,0.0 -111.953655,33.436391,0.0 -111.954220,33.436437,0.0 -111.954737,33.436497,0.0 -111.955469,33.436583,0.0 -111.956527,33.436776,0.0 -111.957919,33.437110,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,15992,15992_AB,,,15203,15540,CBD_HOV Lane,1,0.46170,1,70.0000,70.0000,1756.0000,100,220.0,12.0,"",0.0,"<LineString><coordinates>-111.951269,33.436118,0.0 -111.948547,33.435959,0.0 -111.945248,33.435731,0.0 -111.943301,33.435619,0.0</coordinates></LineString>","<LineString><coordinates>-111.951269,33.436118,0.0 -111.948547,33.435959,0.0 -111.945248,33.435731,0.0 -111.943301,33.435619,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16127,16127_AB,,,15304,14944, Outlying CBD_Freeways,1,0.23525,3,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.891761,33.385842,0.0 -111.895830,33.385829,0.0</coordinates></LineString>","<LineString><coordinates>-111.891761,33.385842,0.0 -111.895830,33.385829,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16128,16128_AB,,,15305,15628, Outlying CBD_HOV Lane,1,0.08586,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.891764,33.385768,0.0 -111.893249,33.385774,0.0</coordinates></LineString>","<LineString><coordinates>-111.891764,33.385768,0.0 -111.893249,33.385774,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16129,16129_AB,,,15306,15630, Outlying CBD_HOV Lane,1,0.30018,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.891764,33.385680,0.0 -111.886572,33.385693,0.0</coordinates></LineString>","<LineString><coordinates>-111.891764,33.385680,0.0 -111.886572,33.385693,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16130,16130_AB,,,15307,11078, Outlying CBD_Freeways,1,0.09291,3,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.891758,33.385589,0.0 -111.890151,33.385590,0.0</coordinates></LineString>","<LineString><coordinates>-111.891758,33.385589,0.0 -111.890151,33.385590,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,16161,16161_AB,,,15328,15331, Outlying CBD_HOV Lane,1,0.65784,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.968010,33.373112,0.0 -111.968065,33.370224,0.0 -111.968266,33.368125,0.0 -111.968479,33.365997,0.0 -111.968873,33.363604,0.0</coordinates></LineString>","<LineString><coordinates>-111.968010,33.373112,0.0 -111.968065,33.370224,0.0 -111.968266,33.368125,0.0 -111.968479,33.365997,0.0 -111.968873,33.363604,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,16162,16162_AB,,,15329,15603, Outlying CBD_HOV Lane,1,0.29407,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.967853,33.373127,0.0 -111.967839,33.377394,0.0</coordinates></LineString>","<LineString><coordinates>-111.967853,33.373127,0.0 -111.967839,33.377394,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,16163,16163_AB,,,15330,11466, Outlying CBD_Freeways,1,0.65934,4,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.968963,33.363623,0.0 -111.969469,33.361391,0.0 -111.970806,33.356095,0.0 -111.971189,33.354241,0.0</coordinates></LineString>","<LineString><coordinates>-111.968963,33.363623,0.0 -111.969469,33.361391,0.0 -111.970806,33.356095,0.0 -111.971189,33.354241,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,16164,16164_AB,,,15330,15331, Outlying CBD_HOV Lane,1,0.00537,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.968964,33.363619,0.0 -111.968874,33.363600,0.0</coordinates></LineString>","<LineString><coordinates>-111.968963,33.363623,0.0 -111.968873,33.363604,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16164,,,
I-10,16164,16164_BA,,,15331,15330, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.968872,33.363608,0.0 -111.968962,33.363627,0.0</coordinates></LineString>","<LineString><coordinates>-111.968873,33.363604,0.0 -111.968963,33.363623,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16164,,,
I-10,16165,16165_AB,,,15331,15604, Outlying CBD_HOV Lane,1,0.77327,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.968873,33.363604,0.0 -111.969637,33.360332,0.0 -111.970739,33.355944,0.0 -111.971437,33.352593,0.0</coordinates></LineString>","<LineString><coordinates>-111.968873,33.363604,0.0 -111.969637,33.360332,0.0 -111.970739,33.355944,0.0 -111.971437,33.352593,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,16166,16166_AB,,,15332,15329, Outlying CBD_HOV Lane,1,0.66119,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.968670,33.363566,0.0 -111.968400,33.365326,0.0 -111.968086,33.367926,0.0 -111.967985,33.369146,0.0 -111.967908,33.370224,0.0 -111.967853,33.373127,0.0</coordinates></LineString>","<LineString><coordinates>-111.968670,33.363566,0.0 -111.968400,33.365326,0.0 -111.968086,33.367926,0.0 -111.967985,33.369146,0.0 -111.967908,33.370224,0.0 -111.967853,33.373127,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
I-10,16167,16167_AB,,,15332,15333, Outlying CBD_HOV Lane,1,0.00524,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.968670,33.363562,0.0 -111.968580,33.363553,0.0</coordinates></LineString>","<LineString><coordinates>-111.968670,33.363566,0.0 -111.968580,33.363557,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16167,,,
I-10,16167,16167_BA,,,15333,15332, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.968580,33.363553,0.0 -111.968670,33.363562,0.0</coordinates></LineString>","<LineString><coordinates>-111.968580,33.363557,0.0 -111.968670,33.363566,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16167,,,
I-10,16168,16168_AB,,,15333,11297, Outlying CBD_Freeways,1,0.64569,4,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.968580,33.363557,0.0 -111.968321,33.365108,0.0 -111.967996,33.367879,0.0 -111.967806,33.370186,0.0 -111.967718,33.372891,0.0</coordinates></LineString>","<LineString><coordinates>-111.968580,33.363557,0.0 -111.968321,33.365108,0.0 -111.967996,33.367879,0.0 -111.967806,33.370186,0.0 -111.967718,33.372891,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16188,16188_AB,,,15348,10872, Outlying CBD_Freeways,1,0.02678,4,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.958348,33.386854,0.0 -111.958765,33.387023,0.0</coordinates></LineString>","<LineString><coordinates>-111.958348,33.386854,0.0 -111.958765,33.387023,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16189,16189_AB,,,15348,15349, Outlying CBD_HOV Lane,1,0.01263,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.958352,33.386856,0.0 -111.958454,33.386694,0.0</coordinates></LineString>","<LineString><coordinates>-111.958348,33.386854,0.0 -111.958450,33.386692,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16189,,,
US-60,16189,16189_BA,,,15349,15348, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.958446,33.386690,0.0 -111.958344,33.386852,0.0</coordinates></LineString>","<LineString><coordinates>-111.958450,33.386692,0.0 -111.958348,33.386854,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16189,,,
US-60,16190,16190_AB,,,15349,15614, Outlying CBD_HOV Lane,1,0.35283,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.958450,33.386692,0.0 -111.958980,33.386872,0.0 -111.960332,33.387240,0.0 -111.961426,33.387448,0.0 -111.962846,33.387665,0.0 -111.964369,33.387881,0.0</coordinates></LineString>","<LineString><coordinates>-111.958450,33.386692,0.0 -111.958980,33.386872,0.0 -111.960332,33.387240,0.0 -111.961426,33.387448,0.0 -111.962846,33.387665,0.0 -111.964369,33.387881,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16191,16191_AB,,,15350,15351, Outlying CBD_HOV Lane,1,0.00672,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.956311,33.385910,0.0 -111.956368,33.385825,0.0</coordinates></LineString>","<LineString><coordinates>-111.956307,33.385908,0.0 -111.956364,33.385823,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16191,,,
US-60,16191,16191_BA,,,15351,15350, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.956360,33.385821,0.0 -111.956303,33.385906,0.0</coordinates></LineString>","<LineString><coordinates>-111.956364,33.385823,0.0 -111.956307,33.385908,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16191,,,
US-60,16192,16192_AB,,,15350,15353, Outlying CBD_HOV Lane,1,0.08486,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.956307,33.385908,0.0 -111.955946,33.385794,0.0 -111.955484,33.385690,0.0 -111.954898,33.385568,0.0</coordinates></LineString>","<LineString><coordinates>-111.956307,33.385908,0.0 -111.955946,33.385794,0.0 -111.955484,33.385690,0.0 -111.954898,33.385568,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16193,16193_AB,,,15351,10979, Outlying CBD_Freeways,1,0.08684,4,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.956364,33.385823,0.0 -111.954921,33.385473,0.0</coordinates></LineString>","<LineString><coordinates>-111.956364,33.385823,0.0 -111.954921,33.385473,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16194,16194_AB,,,15352,15349, Outlying CBD_HOV Lane,1,0.11604,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.956590,33.386060,0.0 -111.957300,33.386287,0.0 -111.957920,33.386514,0.0 -111.958450,33.386692,0.0</coordinates></LineString>","<LineString><coordinates>-111.956590,33.386060,0.0 -111.957300,33.386287,0.0 -111.957920,33.386514,0.0 -111.958450,33.386692,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16195,16195_AB,,,15353,15356, Outlying CBD_HOV Lane,1,0.14805,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.954898,33.385568,0.0 -111.952341,33.385452,0.0</coordinates></LineString>","<LineString><coordinates>-111.954898,33.385568,0.0 -111.952341,33.385452,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16196,16196_AB,,,15354,10953, Outlying CBD_Freeways,1,0.03649,4,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.952351,33.385674,0.0 -111.952982,33.385683,0.0</coordinates></LineString>","<LineString><coordinates>-111.952351,33.385674,0.0 -111.952982,33.385683,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16197,16197_AB,,,15354,15355, Outlying CBD_HOV Lane,1,0.00524,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.952355,33.385674,0.0 -111.952355,33.385598,0.0</coordinates></LineString>","<LineString><coordinates>-111.952351,33.385674,0.0 -111.952351,33.385598,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16197,,,
US-60,16197,16197_BA,,,15355,15354, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.952347,33.385598,0.0 -111.952347,33.385674,0.0</coordinates></LineString>","<LineString><coordinates>-111.952351,33.385598,0.0 -111.952351,33.385674,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16197,,,
US-60,16198,16198_AB,,,15355,15352, Outlying CBD_HOV Lane,1,0.24897,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.952351,33.385598,0.0 -111.954572,33.385635,0.0 -111.955079,33.385701,0.0 -111.955767,33.385843,0.0 -111.956285,33.385966,0.0 -111.956590,33.386060,0.0</coordinates></LineString>","<LineString><coordinates>-111.952351,33.385598,0.0 -111.954572,33.385635,0.0 -111.955079,33.385701,0.0 -111.955767,33.385843,0.0 -111.956285,33.385966,0.0 -111.956590,33.386060,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16199,16199_AB,,,15356,15357, Outlying CBD_HOV Lane,1,0.00684,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.952345,33.385452,0.0 -111.952338,33.385353,0.0</coordinates></LineString>","<LineString><coordinates>-111.952341,33.385452,0.0 -111.952334,33.385353,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16199,,,
US-60,16199,16199_BA,,,15357,15356, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.952330,33.385353,0.0 -111.952337,33.385452,0.0</coordinates></LineString>","<LineString><coordinates>-111.952334,33.385353,0.0 -111.952341,33.385452,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16199,,,
US-60,16200,16200_AB,,,15356,15359, Outlying CBD_HOV Lane,1,0.43491,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.952341,33.385452,0.0 -111.944819,33.385523,0.0</coordinates></LineString>","<LineString><coordinates>-111.952341,33.385452,0.0 -111.944819,33.385523,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16201,16201_AB,,,15357,11088, Outlying CBD_Freeways,1,0.52068,4,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.952334,33.385353,0.0 -111.943328,33.385349,0.0</coordinates></LineString>","<LineString><coordinates>-111.952334,33.385353,0.0 -111.943328,33.385349,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16202,16202_AB,,,15358,15355, Outlying CBD_HOV Lane,1,0.43512,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.944825,33.385597,0.0 -111.952351,33.385598,0.0</coordinates></LineString>","<LineString><coordinates>-111.944825,33.385597,0.0 -111.952351,33.385598,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16203,16203_AB,,,15359,15617, Outlying CBD_HOV Lane,1,0.60781,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.944819,33.385523,0.0 -111.934306,33.385536,0.0</coordinates></LineString>","<LineString><coordinates>-111.944819,33.385523,0.0 -111.934306,33.385536,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16204,16204_AB,,,15360,11073, Outlying CBD_Freeways,1,0.00775,4,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.932901,33.385677,0.0 -111.933035,33.385673,0.0</coordinates></LineString>","<LineString><coordinates>-111.932901,33.385677,0.0 -111.933035,33.385673,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
US-60,16205,16205_AB,,,15360,15361, Outlying CBD_HOV Lane,1,0.00345,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.932905,33.385677,0.0 -111.932904,33.385627,0.0</coordinates></LineString>","<LineString><coordinates>-111.932901,33.385677,0.0 -111.932900,33.385627,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16205,,,
US-60,16205,16205_BA,,,15361,15360, Outlying CBD_HOV Lane,1,1.44333,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.932896,33.385627,0.0 -111.932897,33.385677,0.0</coordinates></LineString>","<LineString><coordinates>-111.932900,33.385627,0.0 -111.932901,33.385677,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,16205,,,
US-60,16206,16206_AB,,,15361,15616, Outlying CBD_HOV Lane,1,0.07805,1,70.0000,70.0000,1866.0000,200,220.0,12.0,"",0.0,"<LineString><coordinates>-111.932900,33.385627,0.0 -111.934250,33.385621,0.0</coordinates></LineString>","<LineString><coordinates>-111.932900,33.385627,0.0 -111.934250,33.385621,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
